UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
10365,H10364,H,300.9,309.6,1532,57.8,16,1,0,0,1,0,0
10366,L50365,L,298.5,306.7,1565,28.0,185,0,0,0,0,0,0
10367,M20366,M,296.9,308.8,1657,47.8,95,0,0,0,0,0,0
10368,M20367,M,296.6,305.7,1585,40.3,74,0,0,0,0,0,0
10369,M20368,M,296.3,306.2,1508,41.4,98,0,0,0,0,0,0
10370,L50369,L,300.2,308.7,1456,44.7,22,0,0,0,0,0,0
10371,H10370,H,301.9,310.4,1629,54.6,248,1,0,0,0,1,0
10372,H10371,H,298.6,308.8,1621,65.3,201,0,0,0,0,0,0
10373,L50372,L,301.3,310.7,1553,45.7,35,0,0,0,0,0,0
10374,L50373,L,301.5,311.8,1482,48.4,191,0,0,0,0,0,0
10375,M20374,M,300.1,307.2,1753,48.5,235,1,0,1,0,0,0
10376,L50375,L,298.8,310.6,1563,46.2,206,0,0,0,0,0,0
10377,L50376,L,299.3,311.1,1731,35.0,132,0,0,0,0,0,0
10378,M20377,M,299.0,307.7,1585,41.8,39,0,0,0,0,0,0
10379,M20378,M,299.9,313.0,1999,55.1,221,0,0,0,0,0,0
10380,L50379,L,298.9,306.5,1561,51.7,161,0,0,0,0,0,0
10381,L50380,L,301.2,313.2,1313,45.6,187,0,0,0,0,0,0
10382,H10381,H,302.4,311.2,1476,25.5,186,0,0,0,0,0,0
10383,L50382,L,299.2,306.9,1454,43.0,212,0,0,0,0,0,0
10384,L50383,L,301.3,309.8,1479,38.8,53,0,0,0,0,0,0
10385,L50384,L,303.1,312.5,1601,31.8,135,0,0,0,0,0,0
10386,L50385,L,300.4,310.4,1320,29.1,106,0,0,0,0,0,0
10387,M20386,M,301.8,311.8,1685,62.4,28,0,0,0,0,0,0
10388,L50387,L,301.1,308.3,1606,37.4,56,0,0,0,0,0,0
10389,L50388,L,298.5,309.9,2080,37.4,35,0,0,0,0,0,0
10390,M20389,M,301.0,310.6,1745,46.6,243,0,0,0,0,0,0
10391,L50390,L,301.1,309.6,1744,37.7,105,0,0,0,0,0,0
10392,M20391,M,299.9,309.2,1704,52.8,199,0,0,0,0,0,0
10393,L50392,L,298.4,309.3,1458,35.8,51,0,0,0,0,0,0
10394,L50393,L,300.0,312.5,1402,52.0,221,0,0,0,0,0,0
10395,M20394,M,300.6,309.9,1576,44.9,32,0,0,0,0,0,0
10396,L50395,L,298.9,311.0,1666,37.5,3,0,0,0,0,0,0
10397,M20396,M,298.5,310.0,1638,19.8,171,0,0,0,0,0,0
10398,L50397,L,302.8,312.6,1372,57.2,73,0,0,0,0,0,0
10399,L50398,L,302.2,313.2,1528,24.9,184,1,0,0,1,0,0
10400,L50399,L,298.4,306.7,1521,33.6,164,0,0,0,0,0,0
10401,L50400,L,301.2,311.3,1455,40.3,125,0,0,0,0,0,0
10402,L50401,L,297.4,306.9,1711,41.5,200,0,0,0,0,0,0
10403,H10402,H,300.4,308.5,1596,25.9,60,0,0,0,0,0,0
10404,M20403,M,298.9,306.8,1242,37.8,141,0,0,0,0,0,0
10405,L50404,L,299.9,308.7,1732,20.7,157,0,0,0,0,0,0
10406,L50405,L,302.2,313.8,1552,39.5,99,0,0,0,0,0,0
10407,L50406,L,302.8,311.5,1811,34.5,88,0,0,0,0,0,0
10408,L50407,L,299.6,310.0,1797,33.3,253,0,0,0,0,0,0
10409,L50408,L,297.7,309.2,1550,40.6,211,0,0,0,0,0,0
10410,L50409,L,296.5,308.8,1485,44.1,34,0,0,0,0,0,0
10411,L50410,L,302.9,312.8,1583,43.5,191,0,0,0,0,0,0
10412,M20411,M,300.7,309.1,1354,49.5,30,0,0,0,0,0,0
10413,L50412,L,301.7,311.0,1561,36.5,132,0,0,0,0,0,0
10414,M20413,M,300.2,311.7,1455,20.7,234,0,0,0,0,0,0
10415,M20414,M,299.3,308.4,1533,40.7,11,0,0,0,0,0,0
10416,L50415,L,300.5,312.0,1629,35.8,115,0,0,0,0,0,0
10417,L50416,L,299.9,308.7,1566,41.9,15,0,0,0,0,0,0
10418,L50417,L,298.3,308.2,1535,27.4,47,0,0,0,0,0,0
10419,L50418,L,298.5,310.5,1533,26.1,24,0,0,0,0,0,0
10420,L50419,L,303.7,313.0,1430,53.5,209,0,0,0,0,0,0
10421,L50420,L,299.7,309.0,1586,42.3,120,0,0,0,0,0,0
10422,M20421,M,299.6,309.5,1642,52.7,72,0,0,0,0,0,0
10423,L50422,L,302.4,313.8,1608,50.6,80,0,0,0,0,0,0
10424,L50423,L,297.1,306.9,1432,49.9,144,0,0,0,0,0,0
10425,M20424,M,300.0,309.8,1599,46.6,141,0,0,0,0,0,0
10426,M20425,M,297.2,309.2,1607,34.7,49,0,0,0,0,0,0
10427,L50426,L,304.0,313.8,1786,46.8,167,0,0,0,0,0,0
10428,M20427,M,299.0,312.3,1793,49.9,182,0,0,0,0,0,0
10429,L50428,L,297.1,306.5,1362,47.9,252,0,0,0,0,0,0
10430,M20429,M,296.1,306.2,1409,35.0,132,0,0,0,0,0,0
10431,L50430,L,300.0,309.5,1246,49.5,94,0,0,0,0,0,0
10432,L50431,L,299.9,308.8,1958,54.1,81,0,0,0,0,0,0
10433,M20432,M,298.6,308.8,1893,38.2,195,0,0,0,0,0,0
10434,L50433,L,298.0,309.7,1206,53.3,145,0,0,0,0,0,0
10435,L50434,L,303.7,313.8,1841,42.9,113,0,0,0,0,0,0
10436,H10435,H,300.6,309.4,1537,34.8,4,0,0,0,0,0,0
10437,L50436,L,303.5,313.5,1507,36.3,174,0,0,0,0,0,0
10438,L50437,L,296.1,305.7,1521,32.3,206,0,0,0,0,0,0
10439,M20438,M,300.0,310.4,1691,45.9,144,0,0,0,0,0,0
10440,H10439,H,301.8,310.4,1507,40.7,84,0,0,0,0,0,0
10441,L50440,L,302.4,313.1,1732,14.2,220,0,0,0,0,0,0
10442,L50441,L,298.9,309.6,1536,30.0,174,0,0,0,0,0,0
10443,L50442,L,302.6,311.7,1605,27.7,80,0,0,0,0,0,0
10444,M20443,M,298.9,307.9,1696,38.2,143,0,0,0,0,0,0
10445,L50444,L,301.9,310.3,1604,59.5,182,0,0,0,0,0,0
10446,L50445,L,300.1,309.8,1623,28.9,186,0,0,0,0,0,0
10447,L50446,L,299.5,309.0,1266,64.7,79,0,0,0,0,0,0
10448,L50447,L,297.8,307.8,1628,41.7,235,0,0,0,0,0,0
10449,L50448,L,299.9,310.7,1678,44.6,230,0,0,0,0,0,0
10450,H10449,H,301.5,313.8,1573,38.8,218,0,0,0,0,0,0
10451,L50450,L,301.8,313.8,1191,46.8,140,0,0,0,0,0,0
10452,L50451,L,299.9,307.9,1300,42.8,156,0,0,0,0,0,0
10453,M20452,M,298.7,307.8,1611,54.5,62,0,0,0,0,0,0
10454,H10453,H,301.4,309.6,1687,58.5,189,1,0,1,0,0,0
10455,L50454,L,304.5,313.8,1319,34.9,236,1,0,1,0,0,0
10456,H10455,H,303.0,313.2,1333,42.5,73,0,0,0,0,0,0
10457,L50456,L,298.2,307.4,1567,34.5,138,0,0,0,0,0,0
10458,L50457,L,298.7,306.5,1656,24.5,42,0,0,0,0,0,0
10459,L50458,L,300.0,309.3,1475,64.5,119,0,0,0,0,0,0
10460,L50459,L,301.4,310.8,1440,41.8,33,0,0,0,0,0,0
10461,M20460,M,299.2,310.4,1359,46.3,40,0,0,0,0,0,0
10462,L50461,L,302.6,313.8,1412,47.0,11,0,0,0,0,0,0
10463,L50462,L,299.1,310.4,1433,27.7,219,0,0,0,0,0,0
10464,L50463,L,302.7,311.8,1587,47.8,23,0,0,0,0,0,0
10465,L50464,L,298.4,308.8,1587,32.5,206,0,0,0,0,0,0
10466,L50465,L,301.6,311.9,1413,54.0,201,0,0,0,0,0,0
10467,L50466,L,298.6,309.2,1742,44.3,170,0,0,0,0,0,0
10468,L50467,L,296.6,305.7,1558,42.2,103,0,0,0,0,0,0
10469,L50468,L,300.7,311.1,1512,42.2,103,0,0,0,0,0,0
10470,L50469,L,298.8,309.6,1386,30.8,198,0,0,0,0,0,0
10471,L50470,L,298.4,308.4,1743,49.8,23,0,0,0,0,0,0
10472,L50471,L,296.4,305.7,1731,50.7,196,0,0,0,0,0,0
10473,M20472,M,300.7,310.9,1543,32.2,140,0,0,0,0,0,0
10474,L50473,L,301.5,311.6,1677,37.0,208,0,0,0,0,0,0
10475,M20474,M,299.7,309.4,1534,39.1,8,0,0,0,0,0,0
10476,L50475,L,298.7,308.2,1484,31.2,244,0,0,0,0,0,0
10477,L50476,L,299.3,311.1,1430,43.7,156,0,0,0,0,0,0
10478,M20477,M,301.9,309.9,1341,46.5,75,0,0,0,0,0,0
10479,L50478,L,298.0,309.5,1548,55.6,22,0,0,0,0,0,0
10480,M20479,M,300.8,312.2,1538,52.2,200,0,0,0,0,0,0
10481,L50480,L,299.4,309.1,1525,34.7,175,0,0,0,0,0,0
10482,M20481,M,302.1,312.1,1341,51.4,95,0,0,0,0,0,0
10483,L50482,L,302.0,311.3,1559,36.6,142,0,0,0,0,0,0
10484,H10483,H,299.6,310.4,1427,26.3,39,0,0,0,0,0,0
10485,L50484,L,298.5,310.8,1524,38.5,185,0,0,0,0,0,0
10486,M20485,M,300.0,310.2,1770,35.6,66,0,0,0,0,0,0
10487,L50486,L,299.4,310.2,1617,56.7,219,0,0,0,0,0,0
10488,M20487,M,297.7,308.2,2030,35.7,163,0,0,0,0,0,0
10489,M20488,M,298.3,307.4,1336,40.4,200,0,0,0,0,0,0
10490,L50489,L,300.2,308.4,1526,33.1,237,0,0,0,0,0,0
10491,L50490,L,300.6,311.1,1787,44.7,60,0,0,0,0,0,0
10492,L50491,L,301.5,309.2,1550,36.1,81,0,0,0,0,0,0
10493,L50492,L,301.5,309.5,1791,44.2,210,0,0,0,0,0,0
10494,L50493,L,299.4,309.5,1360,36.9,111,0,0,0,0,0,0
10495,L50494,L,298.4,306.4,1606,23.4,73,0,0,0,0,0,0
10496,H10495,H,298.7,308.9,1393,31.6,199,0,0,0,0,0,0
10497,L50496,L,304.2,313.8,1755,44.3,232,0,0,0,0,0,0
10498,M20497,M,300.9,308.8,1595,29.8,154,0,0,0,0,0,0
10499,L50498,L,301.0,311.0,1442,40.1,77,0,0,0,0,0,0
10500,L50499,L,301.8,311.4,1561,53.3,248,1,0,0,1,0,0
10501,M20500,M,298.3,309.4,1397,54.1,57,0,0,0,0,0,0
10502,L50501,L,298.0,309.9,1574,31.2,21,0,0,0,0,0,0
10503,L50502,L,302.2,310.4,1659,50.6,108,0,0,0,0,0,0
10504,L50503,L,301.0,310.7,1734,42.7,53,0,0,0,0,0,0
10505,M20504,M,301.7,311.6,1423,38.9,217,0,0,0,0,0,0
10506,L50505,L,298.1,308.8,1251,38.4,107,0,0,0,0,0,0
10507,L50506,L,300.1,313.4,1854,43.4,249,0,0,0,0,0,0
10508,M20507,M,295.7,305.7,1425,38.9,252,0,0,0,0,0,0
10509,M20508,M,299.8,307.7,1403,44.8,172,0,0,0,0,0,0
10510,L50509,L,303.9,313.8,1368,44.0,253,1,0,0,0,1,0
10511,L50510,L,301.3,312.2,1380,20.5,86,0,0,0,0,0,0
10512,H10511,H,301.3,312.8,1922,26.0,154,0,0,0,0,0,0
10513,L50512,L,300.3,309.4,1743,41.0,38,1,0,0,0,0,1
10514,L50513,L,300.0,309.5,1492,44.0,246,0,0,0,0,0,0
10515,L50514,L,297.5,309.7,1403,61.0,74,0,0,0,0,0,0
10516,M20515,M,299.8,311.1,1344,33.3,99,0,0,0,0,0,0
10517,L50516,L,300.3,308.6,1768,41.2,86,0,0,0,0,0,0
10518,H10517,H,300.9,307.6,1461,31.3,236,0,0,0,0,0,0
10519,M20518,M,301.9,313.1,1733,37.2,122,0,0,0,0,0,0
10520,L50519,L,298.0,308.4,1778,43.4,231,0,0,0,0,0,0
10521,L50520,L,300.7,310.3,1745,42.2,14,0,0,0,0,0,0
10522,M20521,M,298.5,309.5,1525,20.8,232,0,0,0,0,0,0
10523,L50522,L,299.9,309.6,1453,46.5,192,0,0,0,0,0,0
10524,L50523,L,300.6,310.8,1613,36.1,136,0,0,0,0,0,0
10525,L50524,L,304.5,313.8,1646,51.4,157,0,0,0,0,0,0
10526,M20525,M,304.3,313.8,1441,39.6,102,0,0,0,0,0,0
10527,L50526,L,299.5,309.0,1617,63.6,68,0,0,0,0,0,0
10528,L50527,L,301.0,310.6,1549,27.5,203,0,0,0,0,0,0
10529,L50528,L,302.4,310.0,1676,54.2,249,0,0,0,0,0,0
10530,M20529,M,301.0,307.3,1607,42.1,187,0,0,0,0,0,0
10531,L50530,L,299.5,310.0,1518,52.8,122,0,0,0,0,0,0
10532,H10531,H,300.5,312.1,1946,29.5,25,0,0,0,0,0,0
10533,L50532,L,299.2,309.0,1513,40.1,53,1,1,0,0,0,0
10534,H10533,H,300.1,310.1,1772,18.9,224,0,0,0,0,0,0
10535,L50534,L,300.0,307.9,1698,48.9,138,0,0,0,0,0,0
10536,H10535,H,298.8,307.0,1594,38.2,167,0,0,0,0,0,0
10537,L50536,L,297.3,309.0,1469,30.8,123,0,0,0,0,0,0
10538,H10537,H,299.2,308.8,1856,41.6,12,0,0,0,0,0,0
10539,L50538,L,296.7,305.7,1627,30.1,114,0,0,0,0,0,0
10540,M20539,M,299.6,310.1,1381,39.2,127,0,0,0,0,0,0
10541,M20540,M,301.0,311.5,1614,48.7,112,0,0,0,0,0,0
10542,L50541,L,304.5,313.8,1720,32.8,168,0,0,0,0,0,0
10543,L50542,L,298.2,311.1,1415,36.4,182,0,0,0,0,0,0
10544,L50543,L,301.3,308.3,1468,45.1,39,0,0,0,0,0,0
10545,L50544,L,297.1,305.7,1663,27.9,174,0,0,0,0,0,0
10546,H10545,H,302.0,312.8,1581,29.6,250,0,0,0,0,0,0
10547,H10546,H,298.4,306.3,1500,28.8,29,0,0,0,0,0,0
10548,M20547,M,300.5,309.4,1606,53.5,62,0,0,0,0,0,0
10549,L50548,L,298.1,305.7,1429,42.3,53,1,0,1,0,0,0
10550,H10549,H,298.6,311.3,1219,53.5,197,0,0,0,0,0,0
10551,L50550,L,298.5,309.7,1366,44.5,228,0,0,0,0,0,0
10552,M20551,M,296.6,306.1,1788,43.3,245,0,0,0,0,0,0
10553,H10552,H,298.5,309.8,1483,35.8,87,0,0,0,0,0,0
10554,M20553,M,297.7,307.6,1744,46.0,181,0,0,0,0,0,0
10555,M20554,M,298.7,308.4,1194,40.4,231,0,0,0,0,0,0
10556,H10555,H,298.1,306.2,1308,21.8,225,0,0,0,0,0,0
10557,L50556,L,300.8,309.4,1311,29.5,47,0,0,0,0,0,0
10558,M20557,M,300.6,310.8,1575,34.0,127,0,0,0,0,0,0
10559,L50558,L,298.8,309.6,1691,47.8,95,0,0,0,0,0,0
10560,L50559,L,302.8,313.7,1675,42.2,218,0,0,0,0,0,0
10561,M20560,M,297.8,307.9,1314,37.2,34,0,0,0,0,0,0
10562,L50561,L,296.8,305.7,1395,47.0,178,0,0,0,0,0,0
10563,L50562,L,298.2,309.0,1491,35.9,153,0,0,0,0,0,0
10564,L50563,L,299.9,309.5,1491,27.9,90,0,0,0,0,0,0
10565,M20564,M,302.5,313.7,1663,50.2,56,0,0,0,0,0,0
10566,L50565,L,299.9,307.9,1459,49.0,1,0,0,0,0,0,0
10567,L50566,L,300.1,310.3,1587,32.1,190,0,0,0,0,0,0
10568,L50567,L,299.2,311.7,1469,47.6,36,0,0,0,0,0,0
10569,L50568,L,303.0,313.2,1291,31.7,58,0,0,0,0,0,0
10570,M20569,M,300.1,310.6,1594,37.5,238,0,0,0,0,0,0
10571,L50570,L,302.1,313.8,1708,36.7,124,0,0,0,0,0,0
10572,L50571,L,300.7,312.9,1597,46.5,178,0,0,0,0,0,0
10573,L50572,L,300.5,311.5,1568,48.9,140,0,0,0,0,0,0
10574,M20573,M,304.5,313.2,1722,40.5,227,0,0,0,0,0,0
10575,L50574,L,298.5,309.7,1635,33.0,37,0,0,0,0,0,0
10576,M20575,M,300.6,310.7,1441,38.6,221,0,0,0,0,0,0
10577,L50576,L,297.9,307.2,1853,29.3,30,0,0,0,0,0,0
10578,L50577,L,300.8,306.8,1836,42.0,251,0,0,0,0,0,0
10579,H10578,H,297.4,307.1,1604,32.7,125,0,0,0,0,0,0
10580,M20579,M,302.0,312.5,1484,61.6,18,0,0,0,0,0,0
10581,M20580,M,300.4,308.3,1269,39.8,222,0,0,0,0,0,0
10582,M20581,M,298.9,309.6,1869,52.9,79,0,0,0,0,0,0
10583,L50582,L,299.9,310.1,1546,52.7,231,0,0,0,0,0,0
10584,H10583,H,304.5,313.8,1455,66.0,71,0,0,0,0,0,0
10585,L50584,L,296.6,307.0,1573,35.2,54,0,0,0,0,0,0
10586,M20585,M,301.2,312.7,1735,38.3,243,0,0,0,0,0,0
10587,L50586,L,304.2,313.7,1563,24.5,41,0,0,0,0,0,0
10588,L50587,L,298.7,309.3,1624,31.3,76,0,0,0,0,0,0
10589,M20588,M,296.0,305.7,1562,49.4,107,0,0,0,0,0,0
10590,L50589,L,298.7,308.6,1530,32.1,163,0,0,0,0,0,0
10591,H10590,H,297.7,307.1,1652,44.7,219,0,0,0,0,0,0
10592,L50591,L,302.2,313.6,1687,30.8,105,0,0,0,0,0,0
10593,H10592,H,300.2,310.5,1808,43.9,35,0,0,0,0,0,0
10594,L50593,L,303.0,313.7,1694,34.3,35,0,0,0,0,0,0
10595,L50594,L,301.0,312.5,1653,60.2,133,0,0,0,0,0,0
10596,L50595,L,301.7,312.0,1537,36.0,79,0,0,0,0,0,0
10597,L50596,L,295.3,305.7,1718,39.2,165,0,0,0,0,0,0
10598,M20597,M,298.9,307.5,1400,57.9,114,0,0,0,0,0,0
10599,M20598,M,299.4,307.8,1469,28.3,24,0,0,0,0,0,0
10600,L50599,L,302.2,310.8,1675,47.0,221,0,0,0,0,0,0
10601,L50600,L,300.0,309.1,1789,22.9,104,0,0,0,0,0,0
10602,L50601,L,296.6,305.7,1684,30.7,244,0,0,0,0,0,0
10603,L50602,L,300.8,312.1,1712,42.4,140,0,0,0,0,0,0
10604,L50603,L,297.6,305.7,1312,39.8,180,0,0,0,0,0,0
10605,L50604,L,301.6,312.5,1922,31.3,171,0,0,0,0,0,0
10606,L50605,L,300.6,311.5,1232,21.9,227,0,0,0,0,0,0
10607,L50606,L,299.0,310.5,1390,29.6,8,0,0,0,0,0,0
10608,L50607,L,301.4,313.8,1433,39.0,159,0,0,0,0,0,0
10609,L50608,L,300.5,313.8,1545,28.6,102,0,0,0,0,0,0
10610,M20609,M,297.9,306.8,1323,44.9,81,0,0,0,0,0,0
10611,L50610,L,300.1,309.7,1672,49.0,79,0,0,0,0,0,0
10612,L50611,L,302.9,311.3,1847,41.2,144,0,0,0,0,0,0
10613,M20612,M,303.7,310.8,1486,36.7,87,0,0,0,0,0,0
10614,M20613,M,296.9,308.3,1660,44.6,61,0,0,0,0,0,0
10615,L50614,L,297.3,305.7,1684,47.3,57,0,0,0,0,0,0
10616,L50615,L,300.6,308.7,1748,35.9,203,0,0,0,0,0,0
10617,L50616,L,298.2,308.4,1940,43.9,190,0,0,0,0,0,0
10618,L50617,L,299.8,308.8,1527,39.5,73,0,0,0,0,0,0
10619,L50618,L,297.7,308.0,1523,33.4,70,0,0,0,0,0,0
10620,L50619,L,301.8,312.3,1397,50.5,125,0,0,0,0,0,0
10621,L50620,L,300.3,310.3,1435,37.2,125,0,0,0,0,0,0
10622,L50621,L,298.8,310.4,1373,34.7,11,0,0,0,0,0,0
10623,H10622,H,299.8,309.8,1445,45.2,249,0,0,0,0,0,0
10624,L50623,L,298.4,308.3,1496,41.6,0,0,0,0,0,0,0
10625,L50624,L,300.5,311.8,1618,30.4,21,0,0,0,0,0,0
10626,L50625,L,299.8,309.8,1556,47.0,157,0,0,0,0,0,0
10627,M20626,M,300.8,312.3,1632,43.6,92,0,0,0,0,0,0
10628,M20627,M,301.8,313.8,1556,44.4,31,0,0,0,0,0,0
10629,L50628,L,297.5,306.3,1721,50.0,26,0,0,0,0,0,0
10630,L50629,L,303.6,312.2,1281,41.2,56,1,0,1,0,0,0
10631,L50630,L,303.1,311.8,1489,28.9,38,0,0,0,0,0,0
10632,L50631,L,301.8,313.7,1257,44.5,31,0,0,0,0,0,0
10633,M20632,M,301.5,311.8,1460,25.7,99,0,0,0,0,0,0
10634,L50633,L,302.6,311.6,1554,34.7,72,0,0,0,0,0,0
10635,H10634,H,302.2,311.9,1656,51.7,13,0,0,0,0,0,0
10636,L50635,L,297.2,305.7,1285,54.5,241,1,0,0,0,1,0
10637,L50636,L,301.7,308.4,1380,33.5,164,0,0,0,0,0,0
10638,L50637,L,300.8,310.8,1699,33.1,26,0,0,0,0,0,0
10639,H10638,H,299.7,310.8,1363,43.9,181,0,0,0,0,0,0
10640,L50639,L,298.8,306.0,1592,34.1,43,0,0,0,0,0,0
10641,L50640,L,298.7,308.9,1531,35.1,136,0,0,0,0,0,0
10642,L50641,L,300.5,309.8,1680,31.4,248,0,0,0,0,0,0
10643,M20642,M,298.7,310.0,1373,41.2,8,0,0,0,0,0,0
10644,M20643,M,301.7,312.0,1549,37.9,116,0,0,0,0,0,0
10645,L50644,L,297.9,306.6,1188,36.4,109,0,0,0,0,0,0
10646,M20645,M,300.4,310.8,1489,35.5,131,0,0,0,0,0,0
10647,L50646,L,300.9,311.1,1436,42.7,152,0,0,0,0,0,0
10648,L50647,L,299.8,309.0,1417,31.0,48,0,0,0,0,0,0
10649,M20648,M,302.3,311.7,1730,46.0,112,0,0,0,0,0,0
10650,M20649,M,298.2,310.7,1628,20.2,179,0,0,0,0,0,0
10651,L50650,L,299.3,308.8,1481,36.1,45,0,0,0,0,0,0
10652,L50651,L,301.3,313.7,1361,43.0,65,0,0,0,0,0,0
10653,L50652,L,300.8,310.2,1447,40.1,49,0,0,0,0,0,0
10654,M20653,M,302.4,313.8,1354,46.2,148,0,0,0,0,0,0
10655,M20654,M,297.5,309.0,1251,46.5,230,0,0,0,0,0,0
10656,M20655,M,301.0,311.3,1881,55.3,31,0,0,0,0,0,0
10657,L50656,L,296.4,306.7,1483,9.3,77,0,0,0,0,0,0
10658,H10657,H,301.7,310.5,1446,36.1,37,0,0,0,0,0,0
10659,L50658,L,302.4,313.3,1459,40.8,131,0,0,0,0,0,0
10660,L50659,L,303.4,313.8,1767,24.8,179,0,0,0,0,0,0
10661,L50660,L,302.3,309.9,1561,43.3,96,0,0,0,0,0,0
10662,M20661,M,298.7,309.9,1632,34.3,160,0,0,0,0,0,0
10663,L50662,L,297.6,309.2,1232,17.1,136,0,0,0,0,0,0
10664,L50663,L,300.6,310.8,1750,32.0,138,0,0,0,0,0,0
10665,L50664,L,300.4,309.8,1558,38.4,186,0,0,0,0,0,0
10666,L50665,L,301.4,311.2,1269,49.9,46,0,0,0,0,0,0
10667,M20666,M,299.0,309.8,1796,32.9,174,0,0,0,0,0,0
10668,M20667,M,299.3,309.2,1373,42.1,139,0,0,0,0,0,0
10669,L50668,L,295.3,305.7,1208,49.7,234,0,0,0,0,0,0
10670,L50669,L,297.6,308.2,1513,31.1,135,0,0,0,0,0,0
10671,M20670,M,301.1,311.3,1513,26.6,105,0,0,0,0,0,0
10672,H10671,H,298.9,308.6,1561,45.4,111,0,0,0,0,0,0
10673,L50672,L,299.7,312.1,1428,50.3,189,0,0,0,0,0,0
10674,L50673,L,297.0,306.0,1203,45.4,189,0,0,0,0,0,0
10675,M20674,M,296.6,305.7,1652,38.7,176,0,0,0,0,0,0
10676,H10675,H,296.6,305.7,1592,39.2,219,0,0,0,0,0,0
10677,L50676,L,299.3,309.2,1504,43.7,62,0,0,0,0,0,0
10678,M20677,M,302.4,311.5,1669,39.0,29,0,0,0,0,0,0
10679,L50678,L,298.5,307.0,1695,45.8,186,1,0,0,0,0,1
10680,L50679,L,301.7,312.9,1590,38.5,174,0,0,0,0,0,0
10681,L50680,L,298.6,308.2,1667,55.5,62,0,0,0,0,0,0
10682,M20681,M,301.4,309.8,1454,48.1,238,0,0,0,0,0,0
10683,L50682,L,298.8,309.7,1515,60.2,26,0,0,0,0,0,0
10684,L50683,L,299.4,308.1,1182,43.7,239,0,0,0,0,0,0
10685,M20684,M,300.3,309.2,1800,34.8,197,0,0,0,0,0,0
10686,M20685,M,298.2,307.7,1373,50.2,189,0,0,0,0,0,0
10687,L50686,L,302.1,313.6,1529,56.0,84,0,0,0,0,0,0
10688,M20687,M,299.9,309.7,1675,34.5,99,0,0,0,0,0,0
10689,L50688,L,298.9,308.4,1697,40.7,58,0,0,0,0,0,0
10690,L50689,L,301.1,310.3,1671,35.1,28,0,0,0,0,0,0
10691,M20690,M,299.3,307.9,1639,40.4,179,0,0,0,0,0,0
10692,L50691,L,299.9,310.7,1422,25.6,100,0,0,0,0,0,0
10693,L50692,L,298.9,308.2,1412,39.5,195,1,1,0,0,0,0
10694,H10693,H,300.2,310.8,1718,43.4,181,0,0,0,0,0,0
10695,L50694,L,299.9,309.5,1828,45.7,218,0,0,0,0,0,0
10696,M20695,M,297.4,308.0,1592,43.0,200,0,0,0,0,0,0
10697,L50696,L,303.2,312.7,1606,36.9,119,0,0,0,0,0,0
10698,L50697,L,297.9,306.4,1333,57.5,18,0,0,0,0,0,0
10699,L50698,L,299.4,309.8,1398,46.2,17,0,0,0,0,0,0
10700,H10699,H,297.8,308.3,1564,60.2,150,0,0,0,0,0,0
10701,L50700,L,299.8,311.1,1462,38.1,216,0,0,0,0,0,0
10702,L50701,L,300.6,309.0,1699,25.2,131,0,0,0,0,0,0
10703,H10702,H,300.4,307.7,1677,48.4,111,0,0,0,0,0,0
10704,L50703,L,301.3,311.4,1410,50.1,84,0,0,0,0,0,0
10705,M20704,M,299.6,308.9,1488,35.8,79,0,0,0,0,0,0
10706,L50705,L,302.7,313.8,1393,46.7,112,0,0,0,0,0,0
10707,L50706,L,301.5,312.1,1456,48.8,155,0,0,0,0,0,0
10708,M20707,M,298.5,307.4,1351,29.3,189,0,0,0,0,0,0
10709,L50708,L,302.8,311.4,1607,27.8,149,0,0,0,0,0,0
10710,L50709,L,299.7,309.7,1296,47.3,41,0,0,0,0,0,0
10711,H10710,H,300.8,311.2,1556,25.1,123,0,0,0,0,0,0
10712,M20711,M,298.2,310.7,1563,36.9,31,0,0,0,0,0,0
10713,M20712,M,301.8,311.3,1535,56.8,158,0,0,0,0,0,0
10714,L50713,L,295.6,305.7,1736,56.1,111,0,0,0,0,0,0
10715,L50714,L,298.7,308.5,1366,27.9,222,0,0,0,0,0,0
10716,L50715,L,299.1,312.0,1524,47.6,209,0,0,0,0,0,0
10717,M20716,M,297.1,307.6,1355,27.3,81,0,0,0,0,0,0
10718,L50717,L,298.3,308.7,1450,36.4,18,0,0,0,0,0,0
10719,L50718,L,303.0,313.8,1392,47.2,207,0,0,0,0,0,0
10720,H10719,H,304.0,313.3,1705,42.8,213,0,0,0,0,0,0
10721,L50720,L,300.2,308.1,1667,35.1,174,0,0,0,0,0,0
10722,L50721,L,299.6,311.4,1401,36.9,242,0,0,0,0,0,0
10723,L50722,L,297.9,310.1,1674,45.5,115,0,0,0,0,0,0
10724,L50723,L,296.5,305.7,1852,31.0,185,0,0,0,0,0,0
10725,L50724,L,299.3,307.6,1561,28.1,94,0,0,0,0,0,0
10726,M20725,M,302.3,309.3,1173,40.6,39,1,0,1,0,0,0
10727,L50726,L,299.1,309.5,1654,44.4,3,0,0,0,0,0,0
10728,M20727,M,297.8,307.1,1349,49.1,164,0,0,0,0,0,0
10729,L50728,L,299.4,309.4,1246,31.7,196,0,0,0,0,0,0
10730,H10729,H,298.7,309.2,1725,44.5,247,0,0,0,0,0,0
